query_id,generation_length,gen_len_budget,coverage,compute_cost,memory_cost,total_cost
0,[2048],2048,0.0,35.029614329855995,107.2850484068352,142.3146627366912
1,[2048],2048,0.0,34.996999421952,104.9261751926784,139.9231746146304
2,[2048],2048,0.0,34.96076063539199,102.3052049547264,137.2659655901184
3,[2048],2048,0.0,34.966800433151995,102.7420333277184,137.7088337608704
0,[3813],4096,1.0,67.203452203776,343.2914951380992,410.4949473418752
1,[3840],4096,0.0,67.64874596351999,343.510911811584,411.15965777510394
2,[3870],4096,0.0,68.14301250815998,343.718234652672,411.86124716083197
3,[3865],4096,0.0,68.06067161472,343.686347034624,411.747018649344
0,[3813],6144,1.0,67.203452203776,343.2914951380992,410.4949473418752
1,[3840],6144,0.0,67.64874596351999,343.510911811584,411.15965777510394
2,[3870],6144,0.0,68.14301250815998,343.718234652672,411.86124716083197
3,[3865],6144,0.0,68.06067161472,343.686347034624,411.747018649344
0,[3813],8192,1.0,67.203452203776,343.2914951380992,410.4949473418752
1,[3840],8192,0.0,67.64874596351999,343.510911811584,411.15965777510394
2,[3870],8192,0.0,68.14301250815998,343.718234652672,411.86124716083197
3,[3865],8192,0.0,68.06067161472,343.686347034624,411.747018649344
0,[3813],10240,1.0,67.203452203776,343.2914951380992,410.4949473418752
1,[3840],10240,0.0,67.64874596351999,343.510911811584,411.15965777510394
2,[3870],10240,0.0,68.14301250815998,343.718234652672,411.86124716083197
3,[3865],10240,0.0,68.06067161472,343.686347034624,411.747018649344
0,[3813],12288,1.0,67.203452203776,343.2914951380992,410.4949473418752
1,[3840],12288,0.0,67.64874596351999,343.510911811584,411.15965777510394
2,[3870],12288,0.0,68.14301250815998,343.718234652672,411.86124716083197
3,[3865],12288,0.0,68.06067161472,343.686347034624,411.747018649344
0,[3813],14336,1.0,67.203452203776,343.2914951380992,410.4949473418752
1,[3840],14336,0.0,67.64874596351999,343.510911811584,411.15965777510394
2,[3870],14336,0.0,68.14301250815998,343.718234652672,411.86124716083197
3,[3865],14336,0.0,68.06067161472,343.686347034624,411.747018649344
0,[3813],16384,1.0,67.203452203776,343.2914951380992,410.4949473418752
1,[3840],16384,0.0,67.64874596351999,343.510911811584,411.15965777510394
2,[3870],16384,0.0,68.14301250815998,343.718234652672,411.86124716083197
3,[3865],16384,0.0,68.06067161472,343.686347034624,411.747018649344
0,[3813],18432,1.0,67.203452203776,343.2914951380992,410.4949473418752
1,[3840],18432,0.0,67.64874596351999,343.510911811584,411.15965777510394
2,[3870],18432,0.0,68.14301250815998,343.718234652672,411.86124716083197
3,[3865],18432,0.0,68.06067161472,343.686347034624,411.747018649344
0,[3813],20480,1.0,67.203452203776,343.2914951380992,410.4949473418752
1,[3840],20480,0.0,67.64874596351999,343.510911811584,411.15965777510394
2,[3870],20480,0.0,68.14301250815998,343.718234652672,411.86124716083197
3,[3865],20480,0.0,68.06067161472,343.686347034624,411.747018649344
0,[3813],22528,1.0,67.203452203776,343.2914951380992,410.4949473418752
1,[3840],22528,0.0,67.64874596351999,343.510911811584,411.15965777510394
2,[3870],22528,0.0,68.14301250815998,343.718234652672,411.86124716083197
3,[3865],22528,0.0,68.06067161472,343.686347034624,411.747018649344
0,[3813],24576,1.0,67.203452203776,343.2914951380992,410.4949473418752
1,[3840],24576,0.0,67.64874596351999,343.510911811584,411.15965777510394
2,[3870],24576,0.0,68.14301250815998,343.718234652672,411.86124716083197
3,[3865],24576,0.0,68.06067161472,343.686347034624,411.747018649344
0,[3813],26624,1.0,67.203452203776,343.2914951380992,410.4949473418752
1,[3840],26624,0.0,67.64874596351999,343.510911811584,411.15965777510394
2,[3870],26624,0.0,68.14301250815998,343.718234652672,411.86124716083197
3,[3865],26624,0.0,68.06067161472,343.686347034624,411.747018649344
0,[3813],28672,1.0,67.203452203776,343.2914951380992,410.4949473418752
1,[3840],28672,0.0,67.64874596351999,343.510911811584,411.15965777510394
2,[3870],28672,0.0,68.14301250815998,343.718234652672,411.86124716083197
3,[3865],28672,0.0,68.06067161472,343.686347034624,411.747018649344
0,[3813],30720,1.0,67.203452203776,343.2914951380992,410.4949473418752
1,[3840],30720,0.0,67.64874596351999,343.510911811584,411.15965777510394
2,[3870],30720,0.0,68.14301250815998,343.718234652672,411.86124716083197
3,[3865],30720,0.0,68.06067161472,343.686347034624,411.747018649344
0,[3813],32768,1.0,67.203452203776,343.2914951380992,410.4949473418752
1,[3840],32768,0.0,67.64874596351999,343.510911811584,411.15965777510394
2,[3870],32768,0.0,68.14301250815998,343.718234652672,411.86124716083197
3,[3865],32768,0.0,68.06067161472,343.686347034624,411.747018649344
