query_id,generation_length,gen_len_budget,coverage,compute_cost,memory_cost,total_cost
0,[2048],2048,0.0,34.943849201663994,101.08208551034879,136.02593471201277
1,[2048],2048,0.0,34.942641242111996,100.9947198357504,135.9373610778624
2,[2048],2048,0.0,34.95351287808,101.781010907136,136.734523785216
3,[2048],2048,0.0,35.343683813375996,130.0001238024192,165.3438076157952
4,[2048],2048,0.0,34.990959624191994,104.4893468196864,139.4803064438784
0,[4096],4096,0.0,72.361599565824,381.0890725982208,453.4506721640448
1,[4096],4096,1.0,72.35918364672,380.914341249024,453.273524895744
2,[4096],4096,0.0,72.380926918656,382.4869233917952,454.8678503104512
3,[4096],4096,0.0,73.161268789248,438.9251491823616,512.0864179716096
4,[4096],4096,0.0,72.45582041088,387.903595216896,460.359415627776
0,[6144],6144,0.0,112.25325109247999,840.020961263616,952.274212356096
1,[6144],6144,1.0,112.24962721382398,839.7588642398208,952.0084914536448
2,[6144],6144,0.0,112.28224212172798,842.1177374539776,954.3999795757056
3,[6144],6144,0.0,113.45275492761598,926.7750761398272,1040.2278310674433
4,[6144],6144,0.0,112.39458236006398,850.2427451916288,962.6373275516928
0,[8192],8192,0.0,154.618803781632,1477.8777515065344,1632.4965552881665
1,[8192],8192,1.0,154.613971943424,1477.5282888081408,1632.142260751565
2,[8192],8192,0.0,154.657458487296,1480.6734530936833,1635.3309115809793
3,[8192],8192,0.0,156.21814222848,1593.549904674816,1749.768046903296
4,[8192],8192,0.0,154.807245471744,1491.5067967438847,1646.3140422156287
0,[10240],10240,0.0,199.45825763327997,2294.659443326976,2494.117700960256
1,[10240],10240,1.0,199.45221783551997,2294.222614953984,2493.674832789504
2,[10240],10240,0.0,199.50657601535997,2298.154070310912,2497.660646326272
3,[10240],10240,0.0,201.45743069183996,2439.249634787328,2640.707065479168
4,[10240],10240,0.0,199.69380974591996,2311.6957498736638,2511.389559619584
0,[12288],12288,0.0,246.77161264742395,3290.366036724941,3537.1376493723646
1,[12288],12288,1.0,246.76436489011198,3289.8418426773505,3536.6062075674627
2,[12288],12288,0.0,246.82959470591996,3294.559589105664,3541.389183811584
3,[12288],12288,0.0,249.17062031769598,3463.8742664773636,3713.0448867950595
4,[12288],12288,0.0,247.05427518259197,3310.8096045809666,3557.8638797635585
0,[14336],14336,0.0,296.558868824064,4464.997531700429,4761.556400524493
1,[14336],14336,1.0,296.5504131072,4464.3859719782395,4760.93638508544
2,[14336],14336,0.0,296.626514558976,4469.890009477939,4766.516524036915
3,[14336],14336,0.0,299.357711106048,4667.423799744922,4966.781510850969
4,[14336],14336,0.0,296.88864178176,4488.848360865792,4785.737002647552
0,[16384],16384,0.0,348.8200261632,5818.55392825344,6167.37395441664
1,[16384],16384,1.0,348.810362486784,5817.855002856653,6166.665365343437
2,[16384],16384,0.0,348.897335574528,5824.145331427738,6173.042667002266
3,[16384],16384,0.0,352.018703056896,6049.898234590003,6401.916937646899
4,[16384],16384,0.0,349.196909543424,5845.812018728141,6195.008928271565
0,[18432],18432,0.0,403.55508466483195,7351.035226383975,7754.590311048807
1,[18432],18432,1.0,403.5442130288639,7350.248935312588,7753.793148341452
2,[18432],18432,0.0,403.6420577525759,7357.325554955059,7760.9676127076345
3,[18432],18432,0.0,407.15359617023995,7611.2975710126075,8018.451167182848
4,[18432],18432,0.0,403.9790784675839,7381.700578168013,7785.679656635597
0,[20480],20480,0.0,460.7640443289599,9062.441426092031,9523.205470420991
1,[20480],20480,1.0,460.75196473343993,9061.567769346047,9522.319734079487
2,[20480],20480,1.0,460.8606810931199,9069.430680059904,9530.291361153024
3,[20480],20480,0.0,464.7623904460799,9351.621809012735,9816.384199458815
4,[20480],20480,0.0,461.2351485542399,9096.514039185407,9557.749187739648
0,[22528],22528,0.0,520.446905155584,10952.772527377614,11473.219432533198
1,[22528],22528,1.0,520.433617600512,10951.81150495703,11472.245122557542
2,[21915],22528,1.0,502.42683286655995,10375.681784573952,10878.108617440512
3,[22528],22528,0.0,524.8450858844159,11270.870948590387,11795.716034474803
4,[22528],22528,0.0,520.9651198033919,10990.252401780326,11511.217521583718
0,[24435],24576,0.0,578.24502175872,12873.829876199423,13452.074897958142
1,[24436],24576,1.0,578.2614799104,12873.83552851968,13452.097008430079
2,[21915],24576,1.0,502.42683286655995,10375.681784573952,10878.108617440512
3,[24104],24576,0.0,572.764965083136,12869.615015637812,13442.379980720947
4,[24396],24576,0.0,577.60269378048,12873.576161673216,13451.178855453696
