query_id,generation_length,gen_len_budget,coverage,compute_cost,memory_cost,total_cost
0,[2048],2048,0.0,34.961968594944,102.3925706293248,137.3545392242688
1,[2048],2048,0.0,34.934185525248,100.3831601135616,135.3173456388096
2,[2048],2048,0.0,34.925729808384,99.7716003913728,134.6973301997568
3,[2048],2048,0.0,34.981295947776,103.7904214228992,138.7717173706752
4,[2048],2048,0.0,34.970424311807996,103.00413035151361,137.9745546633216
0,[4096],4096,0.0,72.397838352384,383.7100428361728,456.1078811885568
1,[4096],4096,0.0,72.342272212992,379.69122180464643,452.0334940176384
2,[4096],4096,1.0,72.325360779264,378.4681023602688,450.79346313953283
3,[4096],4096,0.0,72.436493058048,386.50574442332163,458.9422374813696
4,[4096],4096,0.0,72.414749786112,384.93316228055045,457.34791206666245
0,[6144],6144,0.0,112.30760927231998,843.952416620544,956.260025892864
1,[6144],6144,0.0,112.22426006323198,837.9241850732543,950.1484451364863
2,[6144],6144,1.0,112.19889291263998,836.089505906688,948.288398819328
3,[6144],6144,0.0,112.36559133081599,848.1459690012672,960.5115603320831
4,[6144],6144,1.0,112.33297642291198,845.7870957871104,958.1200722100224
0,[8192],8192,0.0,154.691281354752,1483.1196919824386,1637.8109733371905
1,[8192],8192,0.0,154.580149075968,1475.0820499193858,1629.6621989953537
2,[8192],8192,1.0,154.546326208512,1472.6358110306305,1627.1821372391425
3,[8192],8192,0.0,154.76859076608,1488.711095156736,1643.479685922816
4,[8192],8192,1.0,154.725104222208,1485.5659308711938,1640.291035093402
0,[10240],10240,0.0,199.54885459967997,2301.211868921856,2500.760723521536
1,[10240],10240,0.0,199.40993925119997,2291.16481634304,2490.57475559424
2,[10240],10240,1.0,199.36766066687997,2288.1070177320958,2487.474678398976
3,[10240],10240,0.0,199.64549136383997,2308.201122889728,2507.846614253568
4,[10240],10240,1.0,199.59113318399997,2304.2696675327998,2503.8608007167995
0,[12288],12288,0.0,246.88032900710397,3298.228947438797,3545.1092764459013
1,[12288],12288,0.0,246.71363058892797,3286.1724843442175,3532.8861149331456
2,[12288],12288,1.0,246.66289628774396,3282.503126011085,3529.166022298829
3,[12288],12288,0.0,246.99629312409596,3306.6160522002433,3553.6123453243395
4,[12288],12288,1.0,246.93106330828797,3301.8983057719292,3548.829369080217
0,[14336],14336,1.0,296.685704577024,4474.1709275332605,4770.856632110284
1,[14336],14336,0.0,296.491223089152,4460.105053922918,4756.5962770120705
2,[14336],14336,1.0,296.432033071104,4455.824135867597,4752.256168938701
3,[14336],14336,0.0,296.820996046848,4483.955883088282,4780.77687913513
4,[14336],14336,1.0,296.74489459507197,4478.451845588583,4775.196740183655
0,[16384],16384,1.0,348.96498130944,5829.037809205248,6178.002790514688
1,[16384],16384,0.0,348.74271675187197,5812.962525079143,6161.705241831015
2,[16384],16384,1.0,348.67507101696,5808.070047301632,6156.745118318592
3,[16384],16384,0.0,349.11960013209597,5840.220615553842,6189.340215685938
4,[16384],16384,1.0,349.032627044352,5833.930286982759,6182.962914027111
0,[18432],18432,1.0,403.71815920435193,7362.829592454759,7766.547751659111
1,[18432],18432,0.0,403.46811157708794,7344.74489781289,7748.213009389978
2,[18432],18432,1.0,403.3920101253119,7339.240860313191,7742.632870438502
3,[18432],18432,0.0,403.8921053798399,7375.410249596928,7779.302354976768
4,[18432],18432,1.0,403.7942606561279,7368.333629954458,7772.127890610586
0,[20480],20480,1.0,460.9452382617599,9075.546277281792,9536.491515543552
1,[20480],20480,0.0,460.66740756479993,9055.45217212416,9516.11957968896
2,[20480],20480,1.0,460.5828503961599,9049.336574902272,9509.919425298433
3,[20480],20480,0.0,461.1385117900799,9089.524785217536,9550.663297007615
4,[20480],20480,1.0,461.02979543039993,9081.66187450368,9542.69166993408
0,[22528],22528,1.0,520.6462184816639,10967.18786368635,11487.834082168014
1,[22528],22528,0.0,520.3406047150079,10945.084348012953,11465.42495272796
2,[22528],22528,1.0,520.2475918295039,10938.357191068877,11458.604782898381
3,[22528],22528,0.0,520.8588193628159,10982.564222415667,11503.423041778484
4,[22528],22528,1.0,520.7392313671679,10973.915020630426,11494.654251997594
0,[24420],24576,1.0,577.99807870464,12873.739972313087,13451.738051017728
1,[24443],24576,0.0,578.376670457088,12873.87390030889,13452.250570765978
2,[24450],24576,1.0,578.4918321023999,12873.910181806079,13452.402013908479
3,[24404],24576,0.0,577.734526503936,12873.633495397171,13451.368021901108
4,[24413],24576,1.0,577.8827931962879,12873.694732421529,13451.577525617817
