query_id,generation_length,gen_len_budget,coverage,compute_cost,memory_cost,total_cost
0,[2048],2048,0.0,35.004247179264,105.4503692402688,140.45461641953278
1,[2048],2048,0.0,34.931769606143995,100.2084287643648,135.14019837050878
2,[2048],2048,0.0,34.972840230912,103.1788617007104,138.1517019316224
3,[2048],2048,0.0,35.106923741184,112.8764515811328,147.9833753223168
4,[2048],2048,0.0,34.94143328256,100.907354161152,135.848787443712
0,[4096],4096,0.0,72.482395521024,389.8256400580608,462.3080355790848
1,[4096],4096,1.0,72.337440374784,379.3417591062528,451.6791994810368
2,[4096],4096,0.0,72.41958162432,385.282624978944,457.702206603264
3,[4096],4096,0.0,72.687748644864,404.6778047397888,477.3655533846528
4,[4096],4096,1.0,72.356767727616,380.7396098998272,453.0963776274432
0,[6144],6144,1.0,112.43444502527998,853.1258124533759,965.5602574786559
1,[6144],6144,1.0,112.21701230591998,837.399991025664,949.617003331584
2,[6144],6144,0.0,112.34022418022398,846.3112898347008,958.6515140149248
3,[6144],6144,0.0,112.74247471103999,875.404059475968,988.146534187008
4,[6144],6144,1.0,112.24600333516798,839.4967672160257,951.7427705511936
0,[8192],8192,1.0,154.860395692032,1495.3508864262144,1650.2112821182463
1,[8192],8192,1.0,154.57048539955198,1474.3831245225986,1628.9536099221505
2,[8192],8192,0.0,154.734767898624,1486.2648562679808,1640.999624166605
3,[8192],8192,0.0,155.271101939712,1525.0552157896705,1680.3263177293825
4,[8192],8192,1.0,154.609140105216,1477.1788261097472,1631.7879662149633
0,[10240],10240,1.0,199.76024752127998,2316.500861976576,2516.2611094978556
1,[10240],10240,1.0,199.39785965567995,2290.291159597056,2489.6890192527358
2,[10240],10240,0.0,199.60321277951996,2305.143324278784,2504.746537058304
3,[10240],10240,1.0,200.27363033087997,2353.631273680896,2553.9049040117757
4,[10240],10240,1.0,199.44617803775998,2293.785786580992,2493.231964618752
0,[12288],12288,1.0,247.13400051302398,3316.575739104461,3563.709739617485
1,[12288],12288,1.0,246.69913507430397,3285.124096249037,3531.823231323341
2,[12288],12288,0.0,246.94555882291198,3302.9466938671103,3549.8922526900224
3,[12288],12288,1.0,247.75005988454396,3361.132233149645,3608.882293034189
4,[12288],12288,1.0,246.75711713279998,3289.31764862976,3536.0747657625598
0,[14336],14336,1.0,296.98165466726397,4495.575517809869,4792.557172477133
1,[14336],14336,1.0,296.474311655424,4458.881934478541,4755.356246133964
2,[14336],14336,0.0,296.7618060288,4479.67496503296,4776.43677106176
3,[14336],14336,1.0,297.700390600704,4547.558094195917,4845.258484796621
4,[14336],14336,1.0,296.541957390336,4463.774412256052,4760.316369646388
0,[16384],16384,1.0,349.303209984,5853.5001980928,6202.8034080768
1,[16384],16384,1.0,348.72338939904,5811.564674285568,6160.288063684608
2,[16384],16384,0.0,349.051954397184,5835.328137776333,6184.380092173517
3,[16384],16384,1.0,350.12462247935997,5912.908856819712,6263.0334792990725
4,[16384],16384,1.0,348.800698810368,5817.156077459866,6165.956776270234
0,[18432],18432,1.0,404.09866646323195,7390.349779953255,7794.448446416487
1,[18432],18432,1.0,403.4463683051519,7343.172315670119,7746.618683975271
2,[18432],18432,0.0,403.81600392806394,7369.9062120972285,7773.722216025292
3,[18432],18432,1.0,405.0227555205119,7457.184521021031,7862.207276541543
4,[18432],18432,1.0,403.5333413928959,7349.462644241203,7752.995985634098
0,[20480],20480,1.0,461.36802410495994,9106.124263391232,9567.492287496192
1,[20480],20480,1.0,460.64324837375995,9053.704858632193,9514.348107005953
2,[20480],20480,0.0,461.0539546214399,9083.409187995649,9544.463142617089
3,[20480],20480,1.0,462.3947897241599,9180.385086799872,9642.779876524031
4,[20480],20480,1.0,460.73988513791994,9060.694112600064,9521.433997737984
0,[22528],22528,1.0,521.111282909184,11000.823648406733,11521.934931315916
1,[22528],22528,1.0,520.3140296048639,10943.16230317179,11463.476332776654
2,[22528],22528,0.0,520.7658064773119,10975.837065471589,11496.6028719489
3,[22528],22528,1.0,522.240725090304,11082.510554156237,11604.75127924654
4,[22528],22528,1.0,520.42033004544,10950.850482536447,11471.270812581886
0,[24385],24576,1.0,577.42136214912,12873.492869935104,13450.914232084224
1,[24445],24576,1.0,578.40957673344,12873.884479746048,13452.294056479488
2,[24411],24576,0.0,577.8498491711999,12873.68142280704,13451.53127197824
3,[24300],24576,1.0,576.0177566976,12872.67520315392,13448.69295985152
4,[24437],24576,1.0,578.277937472256,12873.841138180916,13452.119075653172
