query_id,generation_length,gen_len_budget,coverage,lmcache_offload_gb,compute_cost,comm_mem_cost,gpu_mem_cost,total_cost
0,[1024],1024,0.0,6.21425278359211,17.205569519616,1.3971504533350142e-07,31.276911504429417,48.48248116376046
1,[1024],1024,0.0,3.5671396740412136,17.189262065663996,8.020000129146861e-08,30.09747489811683,47.28673704398082
2,[1024],1024,0.0,6.882923567299922,17.171142672383997,1.5474877056360412e-07,28.786989778181574,45.95813260531435
3,[1024],1024,0.0,5.609207429568975,17.174162571264,1.2611181063899926e-07,29.005403965046057,46.17956666242186
0,[2048],2048,0.0,0.8440010483124313,35.029614329855995,1.8975675569208393e-08,107.28504840659103,142.31466275542272
1,[2048],2048,0.0,7.807416577930372,34.996999421952,1.7553414692160852e-07,104.92617519041971,139.92317478790585
2,[2048],2048,0.0,6.113003645723788,34.96076063539199,1.374386609668079e-07,102.30520495295792,137.2659657257886
3,[2048],2048,0.0,6.309908011687935,34.966800433151995,1.4186566182677983e-07,102.74203332589293,137.70883390091058
0,[3813],4096,1.0,1.1120976981368125,67.203452203776,2.5003292547209955e-08,343.2914951377775,410.49494736655674
1,[3840],4096,0.0,3.6580489093749806,67.64874596351999,8.224391362947768e-08,343.5109118105257,411.15965785628964
2,[3870],4096,0.0,3.029304391437392,68.14301250815998,6.810785063268688e-08,343.7182346517956,411.86124722806346
3,[3865],4096,0.0,7.4214434119039545,68.06067161472,1.668563122298366e-07,343.686347032477,411.74701881405326
0,[3813],6144,1.0,5.18653444863725,67.203452203776,1.1660885400871129e-07,343.29149513659877,410.4949474569836
1,[3840],6144,0.0,6.599816744839557,67.64874596351999,1.4838367987422775e-07,343.51091180967467,411.15965792157834
2,[3870],6144,0.0,3.6029721707359164,68.14301250815998,8.10056233146556e-08,343.7182346516297,411.8612472407953
3,[3865],6144,0.0,1.8951859020997375,68.06067161472,4.26094646369084e-08,343.6863470340757,411.7470186914052
0,[3813],8192,1.0,4.481219817425095,67.203452203776,1.0075126515516841e-07,343.2914951368028,410.49494744133005
1,[3840],8192,0.0,0.6041563232229851,67.64874596351999,1.3583246615022373e-08,343.5109118114092,411.1596577885124
2,[3870],8192,0.0,6.638286258741398,68.14301250815998,1.4924858995528286e-07,343.7182346507516,411.86124730816016
3,[3865],8192,0.0,5.090148753064312,68.06067161472,1.1444181441514493e-07,343.68634703315143,411.74701876231325
0,[3813],10240,1.0,6.088893146674454,67.203452203776,1.3689658461668174e-07,343.2914951363377,410.49494747701027
1,[3840],10240,0.0,2.90075514822596,67.64874596351999,6.521767799756426e-08,343.51091181074486,411.1596578394825
2,[3870],10240,0.0,7.7685143927197355,68.14301250815998,1.746595090915178e-07,343.71823465042456,411.861247333244
3,[3865],10240,0.0,7.1556568584453615,68.06067161472,1.6088063314842705e-07,343.68634703255384,411.74701880815445
0,[3813],12288,1.0,6.249229626882719,67.203452203776,1.4050142970120417e-07,343.2914951362913,410.4949474805687
1,[3840],12288,0.0,1.637645792030544,67.64874596351999,3.681919034222272e-08,343.51091181111025,411.1596578114494
